_id,plcyNo,bscPlanCycl,bscPlanPlcyWayNo,bscPlanFcsAsmtNo,bscPlanAsmtNo,pvsnInstGroupCd,plcyPvsnMthdCd,plcyAprvSttsCd,plcyNm,plcyKywdNm,plcyExplnCn,lclsfNm,mclsfNm,plcySprtCn,sprvsnInstCd,sprvsnInstCdNm,sprvsnInstPicNm,operInstCd,operInstCdNm,operInstPicNm,sprtSclLmtYn,aplyPrdSeCd,bizPrdSeCd,bizPrdBgngYmd,bizPrdEndYmd,bizPrdEtcCn,plcyAplyMthdCn,srngMthdCn,aplyUrlAddr,sbmsnDcmntCn,etcMttrCn,refUrlAddr1,refUrlAddr2,sprtSclCnt,sprtArvlSeqYn,sprtTrgtMinAge,sprtTrgtMaxAge,sprtTrgtAgeLmtYn,mrgSttsCd,earnCndSeCd,earnMinAmt,earnMaxAmt,earnEtcCn,addAplyQlfcCndCn,ptcpPrpTrgtCn,inqCnt,rgtrInstCd,rgtrInstCdNm,rgtrUpInstCd,rgtrUpInstCdNm,rgtrHghrkInstCd,rgtrHghrkInstCdNm,zipCd,plcyMajorCd,jobCd,schoolCd,aplyYmd,frstRegDt,lastMdfcnDt,sbizCd
682d402e2cc7e70652e07202,20250519005400210852,1,004,013,032,0054002,0042005,0044002,희망두배 청년통장,금리혜택,"학자금 대출, 주거비, 비정규직 취업 등으로 어려움을 겪고 있는 청년의 자립지원을 통하여 저소득 근로청년의 자립의욕 고취",복지문화,취약계층 및 금융지원,"□ 본인저축액 : 월 15만원
□ 매칭지원액 : 본인저축액과 동일한 금액 매월 적립
□ 약정기간 : 24개월(2년) 또는 36개월(3년) 중 선택
□ 적립금 총액
ㅇ [15만원·2년] 총 720만원
ㅇ [15만원·3년] 총 1,080만원
□ 저축방법 : 매월 자동이체",6114679,돌봄고독정책관,돌봄복지과 윤동민,       ,,,N,0057001,0056001,20250101,20251231,,"□ 신청기간 : 2025. 6. 9.(월) ~ 6. 20.(금) 18:00 ※ 신청기간 외 접수 불가
□ 신청방법 : 온라인 신청(PC만 신청 가능)",,https://account.welfare.seoul.kr,,"ㅇ (사업 근거)
   - 「서울특별시 주민생활안정 지원에 관한 조례」제4ㆍ5조 및 시행규칙 제2ㆍ3조
    - 희망두배 청년통장 저소득 근로청년 자립지원 계획(행정1부시장방침 제56호, ’15.6.6)

ㅇ (추진 경과)
   - 희망두배 청년통장 신규 출시(’15년 1,000명)
   - 희망두배 청년통장 선발 확대
     (’18년 2,000명, ’19~’20년 각 3,000명, ’21~’22 7,000명, ’23~’24 10,000명)
 
ㅇ (사업 기간)
   - ’25. 1월 ~ ’25. 12월
    
ㅇ (사업비) 46,307백만원 (시비 45,307, 민간재원 1,000) ",https://youth.seoul.go.kr/content.do?key=2310100069,,10000,N,18,34,N,0055003,0043003,0,0,"-본인소득 : 세전 월 255만원 이하, 부양의무자: 고소득(1억원), 고재산(9억원) 미만",,,307,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,0013001,0049010,20250609 ~ 20250620,2025-05-19 20:16:04,2025-05-20 10:41:19,0014009
682d402e2cc7e70652e07203,20250424005400210720,1,001,001,002,0054002,0042006,0044002,강동구 미취업 청년 어학 및 자격시험 응시료 지원,"장기미취업청년,보조금",강동구 미취업 청년들에게 어학 및 자격시험 응시료를 지원하여 취업 준비에 대한 경제적 부담 완화 및 취업역량 강화를 통해 청년들의 적극적인 구직활동 촉진에 기여하고자 함,일자리,취업,강동구 거주중인 미취업 청년 대상으로 1인당 최대 10만원 응시료 실비지원(생애1회),3240000,강동구,이예진,       ,,,N,0057001,0056001,20250501,20251231,,공고문 확인 후 신청서 및 서류 준비하여 이메일 접수(exam_fee@gangdong.go.kr) ,,https://www.gangdong.go.kr/web/newportal/notice/01/53129,공고 참조,,,,500,Y,19,39,N,0055003,0043001,0,0,,,,54,3240000,서울특별시 강동구,6110000,서울특별시,6110000,서울특별시,11740,0011009,"0013003,0013007",0049010,20250501 ~ 20251231,2025-04-24 14:54:09,2025-04-28 09:22:43,0014010
682d402f2cc7e70652e07204,20250404005400210690,1,005,019,050,0054002,0042006,0044002,서울 동아리ON(대학생 동아리 사회 기여 활동 지원) 사업,보조금,서울시 대학생 동아리를 대상으로 사회 기여 활동을 위한 활동비를 지원하여 동아리 활동 활성화를 통한 사회적 관계 회복과 함께 지역 사회 문제 해결에 기여할 수 있도록 지원하는 사업,"참여권리,참여권리","청년참여,정책인프라구축","□ 모집 대상
ㅇ 지원대상 : 서울 소재 대학 소속 동아리(최대 200개) 
   - 대학 학부생 10명 이상으로 구성된 중앙동아리 또는 단과대학·학과동아리 등
   - 타 대학과 연합(5개교 이상 참여)하여 구성한 동아리
ㅇ 지원제외 
   - 동일 유사사업으로 국가, 지방자치단체, 공공기관 등으로부터 국비·시비·구비 등을 지원받고 있거나 지원받을 예정인 동아리 
   - 공고일 기준 설립 6개월 미만 동아리 

□ 지원 내용
ㅇ 사회 기여 참여 동아리 활동비 최대 200만원  
   ※ 연합동아리의 경우 최대 500만원 지원

□ 활동 개요
ㅇ 활동기간 : 2025. 5월 ~ 11월
ㅇ 활동장소 : 서울시 내
ㅇ 활동내용 : 서울 시정가치(동행·매력)와 연계된 사회 기여 활동

□ 신청 방법
ㅇ 신청기간 : 2025. 3. 12.(수) 10:00 ∼ 4. 25.(금) 18:00 [45일 간]
ㅇ 신청방법 : 이메일 접수(서울시 청년정책담당관) 
   - 접수처 : jina7900@seoul.go.kr, kim6521954@seoul.go.kr

□ 문의사항
ㅇ 문의처 : 서울시 미래청년기획관 청년정책담당관(02-2133-6588/4328)",6110000,서울특별시,,       ,,,N,0057001,0056001,20250101,20251231,,,,,,,https://news.seoul.go.kr/gov/archives/566450,,2000,N,0,0,Y,0055003,0043001,0,0,,동아리 활동과 관련해서 다른 기관에서 지원 받은 것이 있으면 제한될 수 있음,,123,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,0013010,0049005,20250312 ~ 20250425,2025-04-04 14:45:07,2025-04-04 14:54:25,0014009
682d402f2cc7e70652e07205,20250317005400210643,1,004,014,036,0054002,0042005,0044002,서울 러닝크루,맞춤형상담서비스,ㅇ 목요일 저녁 7시부터 9시까지 도심 속 야간 코스를 함께 뛰며 친구(79)가 될 수 있는 ‘7979 서울 러닝크루’를 통해 서울시 청년들의 건강한 생활체육 경험기회 확대,복지문화,취약계층 및 금융지원," ㅇ 사업 근거
   - 서울특별시 체육진흥 조례 제16조(생활체육의 진흥), 제18조(재정지원)
   - 생활체육도시 ‘서울’ 만들기 종합계획(’22.6.9. 시장방침 제126호)
 ㅇ 추진 경과
   - (‘22년) 「7979 서울 어반 러닝크루」 시범사업 운영
   - (‘23년) 「7979 서울 러닝크루」 사업 운영(2개 권역)
   - (‘24년) 「7979 서울 러닝크루」 사업 운영(3개 권역)
 ㅇ 사업 기간 : ‘22년 ~ (계속사업)
 ㅇ 사업 대상 : 서울시 모든 시민, 청년 등 
 ㅇ 사업 내용  
   - 참가인원 : 1권역당 40~60명 참여   ※ 3개 권역 진행 시 5,400여명  
   - 참 가 비 : 무료
   - 내    용 : 러닝주법 강습 및 러닝 전․후 스트레칭
              안전한 도심 러닝을 위한 런티켓 및 안전 교육 등 
 ㅇ 사 업 비 :  400백만원",6113644,체육진흥과,체육진흥과 지순영,       ,,,N,0057001,0056001,20250101,20251231,,,,,,,,,5400,N,0,0,Y,0055003,0043001,0,0,,,,83,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,0013010,0049010,20250401 ~ 20251031,2025-03-17 20:17:32,2025-03-27 15:36:35,0014010
682d402f2cc7e70652e07206,20250317005400210642,1,004,016,043,0054002,0042004,0044002,청년예술지원사업,보조금," ㅇ 경력이 부족한 청년예술인의 지원 확대를 통해 안전한 예술창작 활동 기반 마련
 ㅇ 청년계층 지원 신설을 통해 경력단계별 예술 창작활동 활성화 도모 ",복지문화,예술인지원," ㅇ 데뷔 경험이 없는 청년예술인 대상 첫 작품 발표 지원
 ㅇ 창작지원금 외 작품 개발 및 상호 교류를 위한 간접지원 제공
 ㅇ 지원규모 : 최대 1천만원 창작지원금(직접지원) 및 역량강화 프로그램, 멘토링, 네트워킹, 발표공간 등(간접지원)

[지원금]
최대 1,000만원 이내
지원금 사용가능 항목 : 사례비(본인 사례비의 경우 지원금 내 20% 이하), 홍보비, 제작비, 재료비, 발간비, 대관료, 임차료, 공공요금 및 제세, 용역비, 회계검증수수료

[작품개발]
멘토링 : 예술계 전문가와 1:1 멘토링 진행 2회(필수)
성과공유회 : 작품 제작부터 최종 발표 과정 공유 및 다양한 피드백 진행
(발표시기별 진행시기 상이 / 예술계 전문가, 심의위원, 멘토, 일반관객 등 참여)(필수)

[교육ㆍ네트워킹]
교육 : 역량강화 특강, 워크숍 등 동시대 창작이슈 및 현장실무 관련 교육프로그램 운영
네트워킹 : 청년예술청 운영 사업과 연계한 선정자 및 청년예술인 네트워킹 프로그램

[통합홍보]
2025년 서울문화재단 청년예술지원사업 선정작품 온라인홍보(홈페이지,SNS), 사진촬영, 리뷰 등

[발표 공간(희망 시)]
장소 : 청년예술청 그레이룸(공연형) 또는 화이트룸(전시형) 발표공간 지원 가능
기간 : 25년 6월 ~7월, 9월 ~11월
※ 희망 신청자에 한하여 공간지원 여부 동시 발표 예정

지원내용은 매년 변경되오니 자세한 내용은 공지사항을 확인하시기 바랍니다.",B551905,서울문화재단,청년예술팀 황선영,       ,,,N,0057001,0056001,20250101,20251231,,,,https://www.scas.kr/biz/list,,"□ 사업내용
 ㅇ 사업근거
   - 대통령 공약사항 ‘청년 문화예술인 창작지원금 등 지원사업 확대’
   - 서울시장 공약사항 ‘약자와의 동행’
   - 서울특별시 청년 예술인 육성 및 지원 조례
   - 서울문화재단 ‘3대 전략, 10대 혁신안’ 中 “그물망 예술지원체계 수립”
 ㅇ 추진 경과
   - 서울문화재단 예술지원사업 통합 브랜딩(“경력단계별 예술인 및 단체의 창작발표 지원”) 목표에 따라 2023년 신진 트랙 신설을 통한 서울형 예술지원체계 발전을 도모
   - 청년예술인의 창작활동을 위한 세분화된 지원설계(직/간접지원)를 통해 해당 경력단계(첫 작품발표 및 미 데뷔) 예술인의 필요를 반영한 지원계획 수립
   - 현장 의견 수렴을 통해 지속적인 사업보완을 통한 추진 예정
 ㅇ 사업비 : 700백만원",https://www.sfac.or.kr/site/SFAC_KOR/12/11202070300002024093004.jsp,,50,N,19,39,N,0055003,0043001,0,0,,"서울에서 청년예술지원사업을 통해 ‘데뷔 첫 작품 발표’를 진행하고자하는 39세 이하 청년예술인(단체)
- ‘데뷔 및 첫 작품 발표’ 기준 : 예술인으로서 대중에게 공개적으로 발표한 활동을 의미함(연출, 기획, 안무 / 개인전 개최 등)
- 작품발표 : 서울에서 오프라인(실내/실외 모두 가능)으로 진행되어야 하며, 공개적으로 이루어져야 함",,265,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,0013010,0049010,20250101 ~ 20250331,2025-03-17 20:04:15,2025-03-25 10:14:18,0014009
682d402f2cc7e70652e07207,20250317005400210641,1,004,016,043,0054002,0042004,0044002,청년예술청 운영,보조금,ㅇ 청년예술인의 예술생태계 안착 지원 및 창작·교육·교류 활성화를 위한 ‘청년예술인 종합지원 플랫폼’ 운영,복지문화,예술인지원,"  1) 청년예술인 창업지원 프로그램 운영
   - 운영목적: 청년예술인의 新산업 콘텐츠 발굴 및 청년예술인 자생력 제고
   - 주요대상: 예술창업에 관심이 있는 청년예술인 및 기획자 
   - 주요내용: 청년예술인 창업 기초부터 준비, 실행까지 단계별 지원
  2) 청년예술인 커뮤니티 사업 운영
   - 운영목적: 청년예술인들의 능동적 상호작용을 통한 협업 촉진 및 교류 기회 확대
   - 주요대상: 청년예술인 누구나(제한없음)
   - 추진내용: 청년예술 현장 이슈별 기획·발표형 프로젝트 운영
  3) 공간 및 대관 운영
   - 운영목적: 청년예술인을 위한 자유로운 창작 활동 기반 제공
   - 위치: 서울시 서대문구 경기대로 26-26(충정로 역세권 청년주택 B2)
   - 규모: 연면적 1,877㎡, 총 6개소(연습실,회의실,미디어실,다목적홀,전시실,공유오피스)
   - 주요대상: 청년예술인(제한없음)
   - 대관운영: 재단 통합시스템을 통한 월별·분기별 대관 운영
",B551905,서울문화재단,청년예술팀 황선영,       ,,,N,0057002,0056001,20250101,20251231,,,,,,"□ 사업 내용 
ㅇ (사업 근거)
   - 서울시문화예술과-2919(2016.10.19.)호 “서울예술인플랜” 中 지속가능한 예술환경 ‘예술청 조성’ 추진
   - 서울문화재단 대표이사방침 제353(2019.09.25.)호 “서울형 예술교육: 미래일자리 문화실험실 아카데미 기본계획(안) 충정로 청년예술청 조성사업)”
 ㅇ (추진 경과)
   - 2016.12월 충정로 청년주택 공공기여시설 청년예술청 조성 협의
   - 2017.01월~11월 청년예술청 조성 관련 전문가 자문회의 (2회)
   - 2017.03월/06월 충정로3가 기업형임대주택 사업계획 승인/착공신고
   - 2020.01월 청년예술청 기부채납 (등기 기준)
   - 2020.03월 공유재산심의회 심의 (공유재산 사용허가 ‘적정’ 통보)
   - 2020.08.21. 개관 (코로나19로 개관프로젝트는 10월로 연기하여 진행)
   - 2020.10.14.~17. 개관 프로젝트 진행 
   - 2020.12.05.~2021.1.25 코로나19에 따른 1차 운영중단
   - 2021.10.01.~2021.10.14. 코로나19에 따른 2차 운영중단
   - 2021.10.15.~현재 공간 운영
 ㅇ (사업 기간) 2025년 1~12월
 ㅇ (사업 대상)  나이·경력·장르 등 행정 및 정책이 규정하는 기준이나 경계를 벗어나, 유연한 태도로 새로움을 추구하는 청년예술인
   - (연령 기준) 39세 이하 청년예술인 중심
 ㅇ (사업비)  900백만원",https://www.sapy.kr/MAIN,,30,N,19,39,N,0055003,0043001,0,0,,"나이·경력·장르 등 행정 및 정책이 규정하는 기준이나 경계를 벗어나, 유연한 태도로 새로움을 추구하는 청년예술인",,832,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,0013010,0049010,,2025-03-17 19:58:25,2025-03-19 10:05:33,0014009
682d402f2cc7e70652e07208,20250316005400210640,1,004,016,042,0054002,0042010,0044002,서울청년문화패스 지원,바우처,사회에 첫발을 내딛는 청년에게 공연 및 전시를 관람할 수 있는 문화이용권(카드)을 지급하여 청년의 문화권 향상 및 문화예술 활성화 도모,복지문화,문화활동,"ㅇ (사업 내용)  
   - 공연(연극/뮤지컬, 클래식/오페라, 무용, 국악) 및 전시를 관람할 수 있는 20만원 상당 문화이용권(카드) 지급
   - 관람방법 : 서울청년문화패스 홈페이지에서 예매 후 관람
   - 예매기준 : 예매 건당 7만원 이내 사용(추가금액 자부담)
   ※ 뮤지컬은 지원기간 중 1회만 예매 가능
",6113757,문화정책과,문화정책과 심재황,       ,,,N,0057001,0056001,20230101,20261231,,"청년몽땅정보통(https://youth.seoul.go.kr)에서 온라인 신청
- 청년몽땅정보통 → 교육문화 → 서울청년문화패스 → 신청하기
- 상황에 따라 신청기간 연장 가능
※ 장애인 등 온라인 신청이 어려운 취약계층은 평일 업무시간(9~12시 / 13~18시) 콜센터를 통해 신청 가능 (☎ 1533-3427)
※ 방문 신청이나 우편 신청 불가","□ 선정기준 : 아래의 우선 순위에 따라 선정
ㅇ 1순위 : 생애 최초 수혜자
ㅇ 2순위 : 기수혜자(2023년 또는 2024년 수혜자
※ 자격을 갖춘 신청자가 선정인원보다 많을 경우 건강보험료 본인부담액이 낮은 순으로 선정
※ 서울시 고립·은둔 청년 지원사업 참여자가 신청하는 경우 지원조건 범위 내에서 우선 선발

□ 발표일 : 2025. 4. 14.(월) 예정
※ 발표일은 변동될 수 있으며, 자세한 내용은 청년몽땅정보통 공지사항 게시판 확인
□ 발표방법 : 개별 문자 발송 및 청년몽땅정보통 ‘마이페이지’ 확인",https://youth.seoul.go.kr/youthConts.do?key=2310200023&sc_pbancSeCd=005&sc_bbsStngSn=2212200001&sc_bbsCtgrySn=2310200005&sc_qnaCtgryCd=&sc_faqCtgryCd=002,"□ 동의서 작성(필수) : 개인정보 수집·이용, 고유식별정보 처리, 제3자 제공, 행정정보공동이용 동의
□ 제출서류 : 의무복무 제대군인 신청자 외에는 별도 제출서류 없음
ㅇ (의무복무 제대군인) 병적증명서 또는 병역사항이 기재된 주민등록초본
※ 원본 서류를 스캔 또는 다운로드 받아 업로드(화면 캡처, 사진 불인정)","□ 콜센터 : ☎ 1533-3427 [평일 업무시간(9~12시/13~18시) 이용가능]

□ 사업내용
 ㅇ (사업 근거)
   - 청년기본법 제23조(청년 문화활동 지원)
   - 서울특별시 청년 기본 조례 제16조(청년 문화의 활성화 등)
 ㅇ (추진 경과)
   - 사회보장제도 신설 협의완료(보건복지부→서울시)       : ’22. 10.  5.
   - 관련 조례 개정을 통한 재정적 지원 근거 마련	     : ’22. 10. 17.
    ‣ 서울특별시 청년 기본 조례 제16조제3항(이용권 등 지급 규정) 신설
   - 서울형 청년문화패스 기본계획 수립              	     : ’22. 11.  5.
   - 서울시-서울문화재단-신한금융그룹 협약체결	           : ’23.  2.  8. 
   - 문화체육관광부 청년문화예술패스 사업 시행  	     : ’24.  3. 28.
 ㅇ (사업비) 5,847백만원 (지방비 5,847백만원) 
   - 문체부 청년문화예술패스 분담예산(1,311백만원) 포함",https://youth.seoul.go.kr/infoData/sprtInfo/view.do?key=2309130006&sprtInfoId=58450,,27000,N,20,23,N,0055003,0043003,0,0,"<생애최초> 중위소득 150% 이하, <기수혜자> 중위소득 120% 이하","ㅇ (사업 대상)
   - (연령 기준) 20~23세  ※ 제대군인 대상 복무기간을 감안하여 3년 이내 연령 가산
   - (대상 인원) 1만9천명
   - (소득 기준) <생애최초> 중위소득 150% 이하, <기수혜자> 중위소득 120% 이하
   - (기타 조건) 신청일 기준 주민등록 또는 외국인등록대장상 서울 거주

",,985,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,0013010,0049010,20250321 ~ 20250430,2025-03-16 17:16:00,2025-03-19 17:38:27,0014010
682d402f2cc7e70652e07209,20250316005400210639,1,003,011,028,0054002,0042005,0044002,청년인생설계학교 운영,교육지원,"ㅇ 인생전환기 청년들에게 주체적인 인생설계 기회 제공
ㅇ 자기이해 및 진로탐색 프로그램을 제공하여 자존감 회복 및 자립역량 강화",교육,미래역량강화," ㅇ (사업 근거)
   -「청년기본법」제19조(청년 능력개발 지원)
   -「서울특별시 청년 기본 조례」제11조(청년의 능력 등의 개발)
 ㅇ (추진 경과)
   - 2017년 서울청년의회’ 개최 및 갭이어 정책 제안(’17. 7. 23.)
   - 2018년 청년인생설계학교 시범 사업 운영(’18. 8. ~ 11.)
   - 2019년 청년인생설계학교 여름·가을학기 운영(’19. 7. ~ 11.)
   - 2020년 청년인생설계학교 여름·가을학기 운영(’20. 7. ~ 11.)
   - 2021년 청년인생설계학교 여름·가을학기 운영(’21. 6. ~ 11.)
   - 2022년 청년인생설계학교 운영(’22. 8. ~ 12.)
     ∙ 사업 추진방식 전면 개편(프로그램 전문성 향상, 시공간적 접근성 강화 등)
     ∙ 서울시에서 생활하는 만19~39세 청년 3,763명 중 1,000명 선정
   - 2023년 청년인생설계학교 운영(’23. 5. ~ 12.)
     ∙ 서울시에서 생활하는 만19~39세 청년 4,130명 중 1,057명 선정
     ∙ ’2023 청년자율예산’을 통한 대학 비진학청년 특화 코스 도입
   - 2024년 청년인생설계학교 운영(’24. 5. ~ 12.)
     ∙ 서울시 거주 만 19~39세 청년 2,579명 중 1,026명 선정 
      ∙ 참여 만족도 4.6점/5점, 사전-사후 지표 평균 17% 상승 (3.50→4.10점)
 ㅇ (사업 기간) ’18년~
 ㅇ (사업 대상) 서울시 거주 청년  
   - (연령 기준) 19~39세
   - (소득 기준) 무관
   - (기타 조건) 국민기초생활수급권자, 차상위계층, 기준중위소득 100% 이하 가구 등 취약 청년 우선선정(반 별 정원 50%이내)  
 ㅇ (사업 내용) 진로모색 단계 및 고민유형별 맞춤형 프로그램 운영
   - 자기 진단도구 및 전문 강사가 진행하는 다회차 그룹 코칭 제공
   - 참여자 대상 다각적 소통 프로그램 진행, 대상자 특화코스 운영
 ㅇ (사업비) 1,170백만원",6114550,청년정책담당관,청년정책담당관 이문정,       ,,,N,0057001,0056001,20250101,20251231,,,,,,,,,1500,N,19,39,N,0055003,0043001,0,0,,"국민기초생활수급권자, 차상위계층, 기준중위소득 100% 이하 가구 등 취약 청년 우선선정(반 별 정원 50%이내)",,54,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,0013010,0049010,20250401 ~ 20251130,2025-03-16 17:07:15,2025-03-27 15:37:06,0014009
682d402f2cc7e70652e0720a,20250316005400210638,1,003,010,023,0054002,0042004,0044002,서울교환학생장학금,교육지원,해외 대학에서 학문과 문화를 경험하며 다양한 생각과 가치관을 존중하는 포용력을 지닌 글로벌 인재로 성장하도록 장학금 지원,교육,교육비지원,"□ 장학금
  ○ 아시아 : 400만원
  ○ 비아시아 : 550만원

□ 지원기간 : 2025년 2학기",B552748,재단법인서울장학재단,사업운영부 이소은,       ,,,N,0057001,0056001,20250101,20251231,,"□ 신청기간 : 5.12(월) 10:00 ~ 5.20(화) 16:00
□ 신청방법 : 서울장학재단 [장학사업 신청] → [서울해외교환학생장학금] → 상세페이지에서 [신청하기] 클릭
","□ 1차 심사[사무국/서류심사] : 면접대상자 발표 6.9(월) 예정
□ 2차 심사[면접심사] : 대면 면접 6.14(토)
□ 3차 심사[최종심의] : 장학생 선정위원회
□ 최종 합격자 발표 : 6.30(월) 16:00 예정",https://scholar.hissf.or.kr,"①~⑥은 필수 제출, ⑦은 해당자만 제출

① 온라인 신청
② 신청자 체크리스트, 서약서(*서명 필수/HWP한글 또는 PDF 파일 업로드)
③ 자기소개서(*HWP한글 파일 업로드)
④ 재(휴)학증명서(*PDF 파일 업로드 / JPG(이미지) 파일 불가)
⑤ 성적증명서(*PDF 파일 업로드)
⑥ 경제상황증빙서류(택1)
  [기초생활수급자]
    - 수급자 증명서 : 생계/의료/보장시설/주거/교육급여
  [법정차상위계층]
    - 한부모가족 증명서
    - 차상위계층 확인서
    - 자활근로자 확인서
    - 장애인연금, 장애수당, 장애아동수당 대상자 확인서
    (비대상 : 장애인 연금의 <차상위 초과 부가급여>에 체크된 자)
    - 차상위 본인부담경감대상자 증명서(비대상 : 공고일 5월 7일 전 자격 상실, 신청 종료일 5월 20일 후 자격 취득)
  [한국장학재단 학자금 지원구간]
    - 한국장학재단 학자금 지원구간(소득분위) 통지서
    (신청학기의 발급번호, 학자금 지원구간, 기관 직인 필수)
    (반드시 본인 명의의 통지서만 인정)
⑦ 가족관계 증명서(해당자만 제출)"," ㅇ (사업 근거) : 서울특별시 장학재단 설립 및 운영에 관한 조례 
 ㅇ (추진 경과)
   - ‘18년 서울교환학생장학금 신설 
   - ‘19년 ㈜공항리무진과 기부 협약을 통한 교환학생 장학금 지원 규모 확대
   - ‘20~22년 코로나19로 사업 한시적 중단
 ㅇ (사업 기간) : ‘18년 ~ 현재
 ㅇ (사업비)  316백만원",https://www.hissf.or.kr/programs/user/news/ssfnews/read.asp?gbn_no=&idx=3976&pageno=&searchType=&searchVal=,,60,N,0,0,Y,0055003,0043003,0,0,"기초생활수급자, 차상위게층, 학자금 4구간 이하","아래 ① ~ ③ 항목을 모두 충족해야 함
① 대한민국 국적자이며 서울 소재 4년제 대학·전문대학·전공대학의 정규학기 학부생으로, 전체학년 성적 평점 평균 백분위(백분율) 85점 이상인 학생
② 2025년 2학기 국내 소속 대학에서 파견하는 해외 교환학생 선정(예정) 학생
③ 기초생활수급자, 차상위계층, 2024년 2학기 또는 2025년 1학기 한국장학재단 학자금 지원구간 중 복지자격 및 1~4구간",,44,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,0013010,0049005,20250512 ~ 20250520,2025-03-16 17:01:27,2025-05-14 15:18:34,0014003
682d402f2cc7e70652e0720b,20250316005400210637,1,003,010,025,0054002,0042004,0044002,독립유공자후손장학금,교육지원,ㅇ 독립유공자 예우와 학업에 대한 경제적 부담 완화를 위해독립유공자 증손 이하 후손에 대한 장학금 지원,교육,미래역량강화," ㅇ (사업 근거)
   - 서울특별시 장학재단 설립 및 운영에 관한 조례
   - 서울특별시장 방침 제 156호(복지정책과-17715호, 19.7.19.)
 ㅇ (추진 경과)
   - 2020년 독립운동 100주년 기념 독립유공자 후손 장학금 신설
   - 2023년 장학생 선발인원 증원 (100명→120명, 20명 증원)
 ㅇ (사업 기간) : ’20년 ~ 현재
 ㅇ (사업 대상)  대학생
   - (연령 기준)  무관
   - (소득 기준)  무관
   - (기타 조건) 독립유공자(순국선열, 애국지사)의 증손자녀 이하(4대~6대) 후손
 ㅇ (사업 내용)  
   - 연간 300만 원 장학금 지원
   - 지역사회 선순환 프로그램 활동 추진: 현충원 단체 봉사활동
 ㅇ (사업비)   366백만원 (지방비 98.4%, 기타 1.6%)",B552748,재단법인서울장학재단,사업운영부 김주현,       ,,,N,0057001,0056001,20250101,20251231,,,,,,,,,120,N,0,0,Y,0055003,0043001,0,0,,"독립유공자(순국선열, 애국지사)의 증손자녀 이하(4대~6대) 후손",,17,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,0013010,0049005,20250401 ~ 20250630,2025-03-16 16:56:51,2025-03-27 15:38:15,0014009
